capture_id,video_id,sport_event_id,video_time_s,frame_path,review_status,matched_throw_event_id,mapped_capture_time_utc,roi_present,valid_face,detector_confidence,player_name,segment_label,wedge_number_label,coarse_wedge_area_label,resulting_score,is_bust,entered_modeling,candidate_throw_event_ids,resolution_reason,gaze_error
1847,1,sr:sport_event:66098028,3151.83353,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-212beab05d504f91a3ca6ce144851b15.png,verified,2231844358,2026-01-02T22:21:26.833530Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1846,1,sr:sport_event:66098028,3149.643136,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-d2e4ac96d2a44919ab7b7a3a46d3fcf6.png,verified,2231844348,2026-01-02T22:21:24.643136Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1845,1,sr:sport_event:66098028,3145.458499,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-ee6932b3c582438085cc4ee126061f8c.png,verified,2231844328,2026-01-02T22:21:20.458499Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1844,1,sr:sport_event:66098028,3142.964572,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-2df2edd439074aa49447d562d0f997a8.png,verified,2231844316,2026-01-02T22:21:17.964572Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1843,1,sr:sport_event:66098028,3140.939956,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-b4bd02af394649c8a17e92ce3270815c.png,verified,2231844300,2026-01-02T22:21:15.939956Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1842,1,sr:sport_event:66098028,3133.254904,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-a2e79b0d0a2342fea26b44ccbe7dc7c4.png,verified,2231844236,2026-01-02T22:21:08.254904Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1841,1,sr:sport_event:66098028,3130.793057,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-6bb632f0a4bb4f2aacc4c45c1fbef904.png,verified,2231844208,2026-01-02T22:21:05.793057Z,False,True,1.0,"Anderson, Gary",S20,20,20,20,False,True,,,
1840,1,sr:sport_event:66098028,3123.686949,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-cc1cfd7e35dd4838a6660aec1c05af96.png,verified,2231844160,2026-01-02T22:20:58.686949Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1839,1,sr:sport_event:66098028,3121.239145,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-5181d26f9eee4eceb0a8727041d04eaa.png,verified,2231844154,2026-01-02T22:20:56.239145Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1838,1,sr:sport_event:66098028,3119.532667,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-703d03918bfb480dad0e3df06cb38fb9.png,verified,2231844134,2026-01-02T22:20:54.532667Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1837,1,sr:sport_event:66098028,3108.549326,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-f036554d26a547ea8d6f5816a510e440.png,verified,2231844040,2026-01-02T22:20:43.549326Z,False,True,1.0,"Anderson, Gary",D1,1,20,2,False,True,,,
1836,1,sr:sport_event:66098028,3106.322711,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-69ef78c1b7834953a2a3a39aada4be94.png,verified,2231844028,2026-01-02T22:20:41.322711Z,False,True,1.0,"Anderson, Gary",S2,2,17,2,False,True,,,
1834,1,sr:sport_event:66098028,3071.151328,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-37adf1a242f4446084c3b7207a9f0751.png,verified,2231843800,2026-01-02T22:20:06.151328Z,False,True,1.0,"Anderson, Gary",S5,5,20,5,False,True,,,
1833,1,sr:sport_event:66098028,3068.709793,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-466e93ddcc544b67b1e0066292f16701.png,verified,2231843792,2026-01-02T22:20:03.709793Z,False,True,1.0,"Anderson, Gary",S10,10,OTHER,10,False,True,,,
1832,1,sr:sport_event:66098028,3065.871356,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-f1de9cf94e0e4a238c2be199c4189794.png,verified,2231843778,2026-01-02T22:20:00.871356Z,False,True,1.0,"Anderson, Gary",S20,20,20,20,False,True,,,
1831,1,sr:sport_event:66098028,3061.406642,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-0a9ac84d21ee4d5d804ecbe190aed231.png,verified,2231843744,2026-01-02T22:19:56.406642Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1830,1,sr:sport_event:66098028,3058.91224,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-9a679f9b738d48909533616c6fde1ee0.png,verified,2231843742,2026-01-02T22:19:53.912240Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1829,1,sr:sport_event:66098028,3052.760213,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-3b42f6f171f14c00b67cb15a412143db.png,verified,2231843704,2026-01-02T22:19:47.760213Z,False,True,1.0,"Anderson, Gary",S20,20,20,20,False,True,,,
1828,1,sr:sport_event:66098028,3049.817869,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-52770e600d584809936afb3aef42779c.png,verified,2231843694,2026-01-02T22:19:44.817869Z,False,True,1.0,"Anderson, Gary",S10,10,OTHER,10,False,True,,,
1827,1,sr:sport_event:66098028,3043.098893,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-6ef4a9e40abf4fdca5c8e5770de0247a.png,verified,2231843666,2026-01-02T22:19:38.098893Z,False,True,1.0,"Anderson, Gary",S17,17,17,17,False,True,,,
1826,1,sr:sport_event:66098028,3038.856581,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-d9983f32583c428b8424379879ed5b55.png,verified,2231843634,2026-01-02T22:19:33.856581Z,False,True,1.0,"van Veen, Gian",T19,19,19,57,False,True,,,
1825,1,sr:sport_event:66098028,3036.557159,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-b0fefc1ac68a4748aceb66fb3b19b909.png,verified,2231843608,2026-01-02T22:19:31.557159Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1824,1,sr:sport_event:66098028,3027.75186,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-4931d905e06b4e799ab1e43726a8a92a.png,verified,2231843550,2026-01-02T22:19:22.751860Z,False,True,1.0,"Anderson, Gary",T19,19,19,57,False,True,,,
1823,1,sr:sport_event:66098028,3025.296983,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-5abbbbde2ddd41799ec7faa07dd5141e.png,verified,2231843532,2026-01-02T22:19:20.296983Z,False,True,1.0,"Anderson, Gary",S20,20,20,20,False,True,,,
1822,1,sr:sport_event:66098028,3017.453917,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-67513bc5c44048938be7a14042fa91fa.png,verified,2231843508,2026-01-02T22:19:12.453917Z,False,True,1.0,"van Veen, Gian",S17,17,17,17,False,True,,,
1821,1,sr:sport_event:66098028,3014.924813,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-fefc451453914461b9e66b0c7c870b38.png,verified,2231843496,2026-01-02T22:19:09.924813Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1820,1,sr:sport_event:66098028,3008.151971,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-2f6d6cb9d8d544f2a6eae1cb78e0b23f.png,verified,2231843458,2026-01-02T22:19:03.151971Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1819,1,sr:sport_event:66098028,3006.026824,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-536d870fc69c4b1bbd502b72ef2266a4.png,verified,2231843444,2026-01-02T22:19:01.026824Z,False,True,1.0,"Anderson, Gary",S20,20,20,20,False,True,,,
1818,1,sr:sport_event:66098028,3000.127641,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-a5e41547629a482589f78e2af4d4c70a.png,verified,2231843422,2026-01-02T22:18:55.127641Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1817,1,sr:sport_event:66098028,2997.791582,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-11c583632e0049a59d5f8811fd37c728.png,verified,2231843412,2026-01-02T22:18:52.791582Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1816,1,sr:sport_event:66098028,2995.192876,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-74b50d634d014ede8914cd23936da9db.png,verified,2231843402,2026-01-02T22:18:50.192876Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1815,1,sr:sport_event:66098028,2989.046901,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-4dab4604055e4d80be063e46df0b5039.png,verified,2231843376,2026-01-02T22:18:44.046901Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1814,1,sr:sport_event:66098028,2987.07037,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-5f6a36a9bc5147379fe0994b1ac800b4.png,verified,2231842928,2026-01-02T22:18:42.070370Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1813,1,sr:sport_event:66098028,2973.530724,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-eaa00784c5a849df9e54ed16d0b475ae.png,verified,2231842818,2026-01-02T22:18:28.530724Z,False,True,1.0,"van Veen, Gian",D20,20,20,40,False,True,,,
1811,1,sr:sport_event:66098028,2959.128378,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-d26394c51d7440898cf90f55516e98d8.png,verified,2231842752,2026-01-02T22:18:14.128378Z,False,True,1.0,"Anderson, Gary",S14,14,OTHER,14,False,True,,,
1810,1,sr:sport_event:66098028,2953.580567,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-0cb6000631bb41888327f1bd5e8bd540.png,verified,2231842726,2026-01-02T22:18:08.580567Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1809,1,sr:sport_event:66098028,2951.314645,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-977ce35474c043289cfd4902c7afb3fb.png,verified,2231842714,2026-01-02T22:18:06.314645Z,False,True,1.0,"van Veen, Gian",SB,BULL,BULL,25,False,True,,,
1808,1,sr:sport_event:66098028,2948.422067,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-455db2395fb34418944f6c70d70304b1.png,verified,2231842682,2026-01-02T22:18:03.422067Z,False,True,1.0,"van Veen, Gian",S5,5,20,5,False,True,,,
1807,1,sr:sport_event:66098028,2938.75595,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-1582eaf34a5442f686beca2f5af4d859.png,verified,2231842606,2026-01-02T22:17:53.755950Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1806,1,sr:sport_event:66098028,2932.696525,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-128987fa0f304833aea2397e3e628ccb.png,verified,2231842570,2026-01-02T22:17:47.696525Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1805,1,sr:sport_event:66098028,2930.007275,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-94edbd9c5fb44f1d9c5f0c8c1c0dcae0.png,verified,2231842550,2026-01-02T22:17:45.007275Z,False,True,1.0,"van Veen, Gian",T17,17,17,51,False,True,,,
1804,1,sr:sport_event:66098028,2928.009796,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-8e8a8eb74b04407faa001a11cafbbd74.png,verified,2231842542,2026-01-02T22:17:43.009796Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1803,1,sr:sport_event:66098028,2922.162218,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-2d7009ec213346228aff0df7893e466b.png,verified,2231842500,2026-01-02T22:17:37.162218Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1802,1,sr:sport_event:66098028,2919.967216,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-d373ec3b81944860b6e0a45eee6675f5.png,verified,2231842486,2026-01-02T22:17:34.967216Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1801,1,sr:sport_event:66098028,2917.114386,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-3825b94caab74869a8d3655fe7f89e88.png,verified,2231842480,2026-01-02T22:17:32.114386Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1800,1,sr:sport_event:66098028,2913.048081,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-189d0091419c42cebcbbf85ea05d221c.png,verified,2231842464,2026-01-02T22:17:28.048081Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1799,1,sr:sport_event:66098028,2910.488951,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-86df3461d5104b34ab309d3476b91dd1.png,verified,2231842428,2026-01-02T22:17:25.488951Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1798,1,sr:sport_event:66098028,2903.196236,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-01cc9c8515544bbda52d45b2b669e03f.png,verified,2231842374,2026-01-02T22:17:18.196236Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1797,1,sr:sport_event:66098028,2901.118482,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-c5130997e3444c258bff2ef8ce9c82ef.png,verified,2231842358,2026-01-02T22:17:16.118482Z,False,True,1.0,"Anderson, Gary",S20,20,20,20,False,True,,,
1796,1,sr:sport_event:66098028,2892.314257,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-7ab91760a6564fea95283442772198b1.png,verified,2231842300,2026-01-02T22:17:07.314257Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1795,1,sr:sport_event:66098028,2889.798257,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-8355d273a21c4b0bb20bfb1178d07861.png,verified,2231842280,2026-01-02T22:17:04.798257Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1794,1,sr:sport_event:66098028,2887.133027,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-6ffab514c451455690b141fbc9c69b6c.png,verified,2231842270,2026-01-02T22:17:02.133027Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1793,1,sr:sport_event:66098028,2879.352641,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-e297f310debc4769a4058e2a906f3330.png,verified,2231842232,2026-01-02T22:16:54.352641Z,False,True,1.0,"Anderson, Gary",D4,4,18,8,False,True,,,
1792,1,sr:sport_event:66098028,2874.803546,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-746694f89a4646dcb91fa372d5dc58ae.png,verified,2231842202,2026-01-02T22:16:49.803546Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1791,1,sr:sport_event:66098028,2872.573854,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-2cc34a9f88e94d8db245131f77abc599.png,verified,2231842188,2026-01-02T22:16:47.573854Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1790,1,sr:sport_event:66098028,2870.527323,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-d52a0f8a854f4ffeb19e9fb91a852c0d.png,verified,2231842170,2026-01-02T22:16:45.527323Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1789,1,sr:sport_event:66098028,2865.050356,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-528297ffc0a8435cbee8a449d5568a36.png,verified,2231842132,2026-01-02T22:16:40.050356Z,False,True,1.0,"Anderson, Gary",S8,8,16,8,False,True,,,
1788,1,sr:sport_event:66098028,2862.789153,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-c1819357da5d499c8064cf6f089aaa32.png,verified,2231842120,2026-01-02T22:16:37.789153Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1786,1,sr:sport_event:66098028,2860.060525,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-abf45aef97444d36a7fff2bcbba3f354.png,verified,2231842102,2026-01-02T22:16:35.060525Z,False,True,1.0,"Anderson, Gary",S18,18,18,18,False,True,,,
1785,1,sr:sport_event:66098028,2856.387069,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-c23d752f77f64cbcb0f5ae88a94f61f2.png,verified,2231842074,2026-01-02T22:16:31.387069Z,False,True,1.0,"van Veen, Gian",T18,18,18,54,False,True,,,
1784,1,sr:sport_event:66098028,2854.427207,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-7076f323b7004bcf82f39af58629fb31.png,verified,2231842058,2026-01-02T22:16:29.427207Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1783,1,sr:sport_event:66098028,2844.560121,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-85ddd11a42754994a32239b6109c011d.png,verified,2231841994,2026-01-02T22:16:19.560121Z,False,True,1.0,"Anderson, Gary",T19,19,19,57,False,True,,,
1782,1,sr:sport_event:66098028,2842.409456,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-ef9f382d457943ea82f076fcb01030ba.png,verified,2231841972,2026-01-02T22:16:17.409456Z,False,True,1.0,"Anderson, Gary",S20,20,20,20,False,True,,,
1781,1,sr:sport_event:66098028,2835.92115,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-900b3f6bd24c48d9a0aec16cc5611995.png,verified,2231841936,2026-01-02T22:16:10.921150Z,False,True,1.0,"van Veen, Gian",S18,18,18,18,False,True,,,
1780,1,sr:sport_event:66098028,2833.761119,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-0ed143e346b441b999e4db09da6d7f38.png,verified,2231841916,2026-01-02T22:16:08.761119Z,False,True,1.0,"van Veen, Gian",T18,18,18,54,False,True,,,
1779,1,sr:sport_event:66098028,2826.631668,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-65c629e0cc734855b94152ca13bd8807.png,verified,2231841886,2026-01-02T22:16:01.631668Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1778,1,sr:sport_event:66098028,2824.438377,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-45d1172848f9436ab80fa4756a1248d7.png,verified,2231841868,2026-01-02T22:15:59.438377Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1777,1,sr:sport_event:66098028,2822.76553,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-bedb646f12564ccc8abba1f1e1437717.png,verified,2231841854,2026-01-02T22:15:57.765530Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1776,1,sr:sport_event:66098028,2818.60016,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-4abed832386c4e0692ab9eb670590d3f.png,verified,2231841840,2026-01-02T22:15:53.600160Z,False,True,1.0,"van Veen, Gian",S19,19,19,19,False,True,,,
1775,1,sr:sport_event:66098028,2816.096451,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-5be775e6f9b34012af95ba7241ddeba7.png,verified,2231841814,2026-01-02T22:15:51.096451Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1774,1,sr:sport_event:66098028,2808.914582,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-207131e1f3a94374bbb785f77b4cfa08.png,verified,2231841772,2026-01-02T22:15:43.914582Z,False,True,1.0,"Anderson, Gary",S20,20,20,20,False,True,,,
1773,1,sr:sport_event:66098028,2806.770712,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-ecb259f2d7c747e0895b03486706ac72.png,verified,2231841770,2026-01-02T22:15:41.770712Z,False,True,1.0,"Anderson, Gary",S20,20,20,20,False,True,,,
1772,1,sr:sport_event:66098028,2790.690118,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-9783957ca0644352877b012197024a4a.png,verified,2231841628,2026-01-02T22:15:25.690118Z,False,True,1.0,"van Veen, Gian",D16,16,16,32,False,True,,,
1771,1,sr:sport_event:66098028,2786.042041,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-7d813c640f744e008b80b96de59d004f.png,verified,2231841594,2026-01-02T22:15:21.042041Z,False,True,1.0,"Anderson, Gary",S20,20,20,20,False,True,,,
1770,1,sr:sport_event:66098028,2784.025599,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-03295ad76dac44fb87e3cf9363327359.png,verified,2231841582,2026-01-02T22:15:19.025599Z,False,True,1.0,"Anderson, Gary",S20,20,20,20,False,True,,,
1769,1,sr:sport_event:66098028,2781.28593,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-29f0387a693544e8a43adc2daf701911.png,verified,2231841568,2026-01-02T22:15:16.285930Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1768,1,sr:sport_event:66098028,2773.610718,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-b00bb4bc29a4467db012b0d6423ac9ae.png,verified,2231841484,2026-01-02T22:15:08.610718Z,False,True,1.0,"van Veen, Gian",S14,14,OTHER,14,False,True,,,
1767,1,sr:sport_event:66098028,2770.795412,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-b37ab0a180614aa0a7b77fff984690ed.png,verified,2231841464,2026-01-02T22:15:05.795412Z,False,True,1.0,"van Veen, Gian",S15,15,OTHER,15,False,True,,,
1766,1,sr:sport_event:66098028,2768.603604,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-cee157c693dc4ef4a8250ee1fae29aaa.png,verified,2231841442,2026-01-02T22:15:03.603604Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1765,1,sr:sport_event:66098028,2764.259299,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-5f438d3d759245b793e0d36efffdb1b2.png,verified,2231841400,2026-01-02T22:14:59.259299Z,False,True,1.0,"Anderson, Gary",T20,20,20,60,False,True,,,
1764,1,sr:sport_event:66098028,2762.126971,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-f5583cba2d294a41a701677686bd6e91.png,verified,2231841374,2026-01-02T22:14:57.126971Z,False,True,1.0,"Anderson, Gary",S20,20,20,20,False,True,,,
1763,1,sr:sport_event:66098028,2759.424041,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-aab327ccefaf4792b5f0f5493f52a9b2.png,verified,2231841364,2026-01-02T22:14:54.424041Z,False,True,1.0,"Anderson, Gary",S20,20,20,20,False,True,,,
1762,1,sr:sport_event:66098028,2754.564245,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-937b0eeb23a8495d86eed9940d8a1e24.png,verified,2231841308,2026-01-02T22:14:49.564245Z,False,True,1.0,"van Veen, Gian",T20,20,20,60,False,True,,,
1761,1,sr:sport_event:66098028,2752.293421,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-ff1b9456d40845dabb814e7505beda63.png,verified,2231841300,2026-01-02T22:14:47.293421Z,False,True,1.0,"van Veen, Gian",S20,20,20,20,False,True,,,
1760,1,sr:sport_event:66098028,2745.185154,/Users/morgandaniel/Documents/mlp/mlp-coursework3/data/captures/capture-ef5a6819296b41bab458ad08e2d0c108.png,verified,2231841262,2026-01-02T22:14:40.185154Z,False,True,1.0,"Anderson, Gary",S20,20,20,20,False,True,,,
